RiverMeter,RiverKM,Elevation,Easting,Northing,Year,,,,,,,,,,,,
10521,10.521,3.534,641627.309,4240844.289,2013,,,,,,,,,,,,
10516,10.516,3.513,641624.863,4240840.891,2013,,,,,,,,,,,,
10513,10.513,3.574,641622.256,4240837.971,2013,,,,,,,,,,,,
10508,10.508,3.526,641619.643,4240834.675,2013,,,,,,,,,,,,
10504,10.504,3.521,641617.047,4240830.851,2013,,,,,,,,,,,,
10499,10.499,3.511,641614.211,4240826.417,2013,,,,,,,,,,,,
10494,10.494,3.545,641611.170,4240822.565,2013,,,,,,,,,,,,
10489,10.489,3.626,641608.578,4240818.417,2013,,,,,,,,,,,,
10485,10.485,3.646,641606.365,4240814.981,2013,,,,,,,,,,,,
10480,10.48,3.685,641604.522,4240811.156,2013,,,,,,,,,,,,
10476,10.476,3.727,641602.058,4240807.412,2013,,,,,,,,,,,,
10471,10.471,3.832,641599.435,4240803.670,2013,,,,,,,,,,,,
10467,10.467,3.734,641596.685,4240800.251,2013,,,,,,,,,,,,
10463,10.463,3.751,641593.835,4240796.835,2013,,,,,,,,,,,,
10458,10.458,3.75,641591.128,4240793.387,2013,,,,,,,,,,,,
10454,10.454,3.719,641589.093,4240789.876,2013,,,,,,,,,,,,
10450,10.45,3.682,641586.868,4240786.043,2013,,,,,,,,,,,,
10445,10.445,3.511,641584.731,4240782.017,2013,,,,,,,,,,,,
10440,10.44,3.616,641583.044,4240777.258,2013,,,,,,,,,,,,
10436,10.436,3.56,641581.850,4240772.753,2013,,,,,,,,,,,,
10430,10.43,3.631,641579.504,4240767.339,2013,,,,,,,,,,,,
10421,10.421,3.617,641575.696,4240759.193,2013,,,,,,,,,,,,
10417,10.417,3.607,641573.952,4240755.347,2013,,,,,,,,,,,,
10411,10.411,3.598,641571.208,4240750.258,2013,,,,,,,,,,,,
10398,10.398,3.451,641565.019,4240738.687,2013,,,,,,,,,,,,
10392,10.392,3.526,641562.464,4240733.561,2013,,,,,,,,,,,,
10383,10.383,3.011,641559.298,4240725.418,2013,,,,,,,,,,,,
10378,10.378,3.567,641556.429,4240721.059,2013,,,,,,,,,,,,
10372,10.372,3.647,641554.325,4240716.377,2013,,,,,,,,,,,,
10362,10.362,3.499,641549.027,4240707.051,2013,,,,,,,,,,,,
10354,10.354,3.644,641546.036,4240699.740,2013,,,,,,,,,,,,
10349,10.349,3.531,641544.276,4240695.158,2013,,,,,,,,,,,,
10344,10.344,3.722,641542.092,4240690.514,2013,,,,,,,,,,,,
10337,10.337,3.688,641539.355,4240684.241,2013,,,,,,,,,,,,
10331,10.331,3.771,641536.194,4240678.252,2013,,,,,,,,,,,,
10325,10.325,3.697,641533.879,4240673.573,2013,,,,,,,,,,,,
10317,10.317,3.585,641530.715,4240666.404,2013,,,,,,,,,,,,
10307,10.307,3.494,641525.848,4240657.471,2013,,,,,,,,,,,,
10302,10.302,3.456,641523.418,4240653.131,2013,,,,,,,,,,,,
10297,10.297,3.523,641520.920,4240648.634,2013,,,,,,,,,,,,
10292,10.292,3.441,641518.433,4240644.322,2013,,,,,,,,,,,,
10287,10.287,3.453,641515.743,4240640.071,2013,,,,,,,,,,,,
10281,10.281,3.536,641512.261,4240635.243,2013,,,,,,,,,,,,
10276,10.276,3.675,641509.146,4240630.524,2013,,,,,,,,,,,,
10271,10.271,3.662,641506.151,4240625.902,2013,,,,,,,,,,,,
10266,10.266,3.862,641503.376,4240621.822,2013,,,,,,,,,,,,
10262,10.262,3.693,641500.738,4240618.191,2013,,,,,,,,,,,,
10255,10.255,3.587,641497.755,4240613.157,2013,,,,,,,,,,,,
10250,10.25,3.481,641494.621,4240609.088,2013,,,,,,,,,,,,
10246,10.246,3.531,641491.856,4240605.937,2013,,,,,,,,,,,,
10242,10.242,3.498,641488.235,4240602.406,2013,,,,,,,,,,,,
10238,10.238,3.415,641484.476,4240599.028,2013,,,,,,,,,,,,
10234,10.234,2.966,641481.304,4240596.800,2013,,,,,,,,,,,,
10226,10.226,3.249,641476.085,4240593.487,2013,,,,,,,,,,,,
10220,10.22,2.905,641471.459,4240589.810,2013,,,,,,,,,,,,
10215,10.215,3.416,641467.353,4240586.334,2013,,,,,,,,,,,,
10210,10.21,3.529,641463.938,4240584.369,2013,,,,,,,,,,,,
10207,10.207,3.359,641460.662,4240583.521,2013,,,,,,,,,,,,
10204,10.204,3.574,641457.131,4240582.028,2013,,,,,,,,,,,,
10201,10.201,2.935,641455.293,4240579.218,2013,,,,,,,,,,,,
10196,10.196,3.177,641452.469,4240575.168,2013,,,,,,,,,,,,
10191,10.191,3.014,641450.322,4240571.441,2013,,,,,,,,,,,,
10186,10.186,3.073,641447.668,4240566.515,2013,,,,,,,,,,,,
10181,10.181,3.177,641445.028,4240562.188,2013,,,,,,,,,,,,
10177,10.177,3.392,641443.388,4240558.647,2013,,,,,,,,,,,,
10173,10.173,3.314,641442.306,4240555.010,2013,,,,,,,,,,,,
10169,10.169,3.403,641442.322,4240550.360,2013,,,,,,,,,,,,
10168,10.168,3.398,641442.560,4240549.250,2013,,,,,,,,,,,,
10163,10.163,3.369,641441.116,4240544.534,2013,,,,,,,,,,,,
10157,10.157,3.375,641439.350,4240538.824,2013,,,,,,,,,,,,
10151,10.151,3.483,641438.264,4240533.358,2013,,,,,,,,,,,,
10146,10.146,3.307,641436.296,4240528.575,2013,,,,,,,,,,,,
10141,10.141,3.401,641434.990,4240523.170,2013,,,,,,,,,,,,
10136,10.136,3.463,641433.688,4240518.492,2013,,,,,,,,,,,,
10131,10.131,3.551,641432.371,4240514.435,2013,,,,,,,,,,,,
10127,10.127,3.579,641429.623,4240510.642,2013,,,,,,,,,,,,
10122,10.122,3.568,641427.339,4240506.353,2013,,,,,,,,,,,,
10117,10.117,3.518,641424.504,4240501.427,2013,,,,,,,,,,,,
10112,10.112,3.407,641421.331,4240497.167,2013,,,,,,,,,,,,
10107,10.107,3.295,641417.536,4240493.340,2013,,,,,,,,,,,,
10103,10.103,3.342,641414.417,4240490.301,2013,,,,,,,,,,,,
10099,10.099,3.207,641411.575,4240486.966,2013,,,,,,,,,,,,
10094,10.094,3.067,641409.547,4240482.383,2013,,,,,,,,,,,,
10089,10.089,3.189,641408.026,4240477.994,2013,,,,,,,,,,,,
10084,10.084,3.143,641406.817,4240473.025,2013,,,,,,,,,,,,
10081,10.081,3.275,641404.016,4240469.169,2013,,,,,,,,,,,,
10077,10.077,3.299,641402.558,4240465.018,2013,,,,,,,,,,,,
10071,10.071,3.286,641401.645,4240459.781,2013,,,,,,,,,,,,
10067,10.067,3.258,641401.914,4240455.079,2013,,,,,,,,,,,,
10064,10.064,3.222,641403.159,4240450.241,2013,,,,,,,,,,,,
10060,10.06,3.372,641405.123,4240446.328,2013,,,,,,,,,,,,
10056,10.056,3.365,641406.116,4240442.230,2013,,,,,,,,,,,,
10051,10.051,3.291,641406.791,4240437.569,2013,,,,,,,,,,,,
10046,10.046,3.286,641408.342,4240432.589,2013,,,,,,,,,,,,
10042,10.042,3.272,641409.962,4240428.461,2013,,,,,,,,,,,,
10038,10.038,3.29,641411.135,4240424.047,2013,,,,,,,,,,,,
10033,10.033,3.298,641412.125,4240419.452,2013,,,,,,,,,,,,
10029,10.029,3.372,641413.053,4240414.795,2013,,,,,,,,,,,,
10024,10.024,3.416,641413.671,4240410.522,2013,,,,,,,,,,,,
10020,10.02,3.52,641413.742,4240405.878,2013,,,,,,,,,,,,
10015,10.015,3.497,641413.762,4240400.869,2013,,,,,,,,,,,,
10009,10.009,3.496,641413.716,4240395.449,2013,,,,,,,,,,,,
10005,10.005,3.521,641413.628,4240390.593,2013,,,,,,,,,,,,
10000,10,3.513,641413.526,4240385.783,2013,,,,,,,,,,,,
9995,9.995,3.544,641413.298,4240380.416,2013,,,,,,,,,,,,
9990,9.99,3.53,641412.548,4240375.695,2013,,,,,,,,,,,,
9986,9.986,3.513,641412.078,4240372.166,2013,,,,,,,,,,,,
9980,9.98,3.487,641411.054,4240365.608,2013,,,,,,,,,,,,
9975,9.975,3.492,641411.287,4240361.027,2013,,,,,,,,,,,,
9969,9.969,3.305,641411.811,4240354.873,2013,,,,,,,,,,,,
9965,9.965,3.322,641411.517,4240350.404,2013,,,,,,,,,,,,
9959,9.959,3.308,641410.843,4240345.269,2013,,,,,,,,,,,,
9955,9.955,3.321,641410.009,4240340.869,2013,,,,,,,,,,,,
9950,9.95,3.258,641408.617,4240336.280,2013,,,,,,,,,,,,
9946,9.946,3.293,641408.268,4240332.116,2013,,,,,,,,,,,,
9941,9.941,3.269,641407.826,4240327.147,2013,,,,,,,,,,,,
9935,9.935,3.283,641407.614,4240322.347,2013,,,,,,,,,,,,
9930,9.93,3.351,641406.477,4240317.074,2013,,,,,,,,,,,,
9925,9.925,3.292,641405.934,4240312.341,2013,,,,,,,,,,,,
9921,9.921,3.377,641406.152,4240307.634,2013,,,,,,,,,,,,
9917,9.917,3.269,641406.438,4240303.521,2013,,,,,,,,,,,,
9912,9.912,3.245,641406.939,4240299.219,2013,,,,,,,,,,,,
9907,9.907,3.226,641408.402,4240294.155,2013,,,,,,,,,,,,
9904,9.904,3.174,641409.148,4240290.329,2013,,,,,,,,,,,,
9899,9.899,3.236,641411.070,4240285.072,2013,,,,,,,,,,,,
9896,9.896,3.203,641413.308,4240281.040,2013,,,,,,,,,,,,
9891,9.891,3.178,641416.680,4240278.195,2013,,,,,,,,,,,,
9887,9.887,3.162,641420.155,4240275.488,2013,,,,,,,,,,,,
9883,9.883,3.118,641423.270,4240272.918,2013,,,,,,,,,,,,
9878,9.878,3.206,641428.036,4240271.276,2013,,,,,,,,,,,,
9874,9.874,3.23,641432.269,4240270.062,2013,,,,,,,,,,,,
9870,9.87,3.224,641436.256,4240268.110,2013,,,,,,,,,,,,
9869,9.869,3.252,641436.920,4240267.749,2013,,,,,,,,,,,,
9865,9.865,3.273,641440.633,4240265.811,2013,,,,,,,,,,,,
9861,9.861,3.301,641444.600,4240264.300,2013,,,,,,,,,,,,
9856,9.856,3.311,641449.367,4240262.665,2013,,,,,,,,,,,,
9851,9.851,3.299,641454.057,4240261.112,2013,,,,,,,,,,,,
9846,9.846,3.274,641458.774,4240258.899,2013,,,,,,,,,,,,
9841,9.841,3.28,641463.093,4240256.016,2013,,,,,,,,,,,,
9835,9.835,3.144,641466.645,4240253.191,2013,,,,,,,,,,,,
9831,9.831,3.181,641470.013,4240250.078,2013,,,,,,,,,,,,
9826,9.826,3.192,641473.319,4240246.896,2013,,,,,,,,,,,,
9822,9.822,3.227,641476.463,4240243.803,2013,,,,,,,,,,,,
9818,9.818,3.246,641479.814,4240241.042,2013,,,,,,,,,,,,
9813,9.813,3.292,641483.116,4240238.389,2013,,,,,,,,,,,,
9809,9.809,3.301,641485.993,4240234.846,2013,,,,,,,,,,,,
9804,9.804,3.279,641488.885,4240231.292,2013,,,,,,,,,,,,
9797,9.797,3.144,641493.488,4240226.066,2013,,,,,,,,,,,,
9793,9.793,3.228,641496.369,4240222.470,2013,,,,,,,,,,,,
9787,9.787,3.232,641499.309,4240218.279,2013,,,,,,,,,,,,
9782,9.782,3.245,641501.799,4240213.256,2013,,,,,,,,,,,,
9777,9.777,3.143,641504.772,4240209.362,2013,,,,,,,,,,,,
9772,9.772,3.286,641507.301,4240204.606,2013,,,,,,,,,,,,
9766,9.766,3.138,641509.905,4240199.241,2013,,,,,,,,,,,,
9760,9.76,3.108,641513.140,4240195.212,2013,,,,,,,,,,,,
9752,9.752,3.243,641516.922,4240188.087,2013,,,,,,,,,,,,
9747,9.747,3.24,641519.283,4240183.823,2013,,,,,,,,,,,,
9742,9.742,3.191,641521.864,4240179.095,2013,,,,,,,,,,,,
9736,9.736,3.073,641525.178,4240174.274,2013,,,,,,,,,,,,
9730,9.73,3.162,641528.617,4240169.157,2013,,,,,,,,,,,,
9725,9.725,3.197,641531.552,4240164.548,2013,,,,,,,,,,,,
9718,9.718,3.222,641534.896,4240159.164,2013,,,,,,,,,,,,
9712,9.712,3.169,641537.789,4240154.025,2013,,,,,,,,,,,,
9707,9.707,3.139,641541.173,4240150.336,2013,,,,,,,,,,,,
9702,9.702,2.984,641543.562,4240145.671,2013,,,,,,,,,,,,
9697,9.697,3.273,641545.954,4240141.019,2013,,,,,,,,,,,,
9692,9.692,3.272,641547.993,4240136.406,2013,,,,,,,,,,,,
9686,9.686,3.247,641551.845,4240132.281,2013,,,,,,,,,,,,
9681,9.681,3.081,641554.096,4240126.999,2013,,,,,,,,,,,,
9666,9.666,2.943,641557.885,4240111.950,2013,,,,,,,,,,,,
9661,9.661,2.81,641559.542,4240107.570,2013,,,,,,,,,,,,
9656,9.656,2.838,641559.910,4240102.001,2013,,,,,,,,,,,,
9652,9.652,2.898,641559.797,4240097.908,2013,,,,,,,,,,,,
9639,9.639,2.929,641558.858,4240085.427,2013,,,,,,,,,,,,
9633,9.633,3.196,641558.764,4240079.479,2013,,,,,,,,,,,,
9629,9.629,3.183,641558.386,4240074.613,2013,,,,,,,,,,,,
9623,9.623,3.017,641557.723,4240068.931,2013,,,,,,,,,,,,
9618,9.618,3.019,641558.096,4240063.828,2013,,,,,,,,,,,,
9612,9.612,3.116,641557.818,4240058.534,2013,,,,,,,,,,,,
9605,9.605,3.273,641558.246,4240052.075,2013,,,,,,,,,,,,
9600,9.6,3.353,641559.008,4240046.482,2013,,,,,,,,,,,,
9593,9.593,3.229,641560.283,4240039.973,2013,,,,,,,,,,,,
9586,9.586,3.187,641562.053,4240033.113,2013,,,,,,,,,,,,
9579,9.579,3.155,641564.767,4240026.101,2013,,,,,,,,,,,,
9573,9.573,3.121,641565.372,4240020.938,2013,,,,,,,,,,,,
9567,9.567,3.275,641567.091,4240014.269,2013,,,,,,,,,,,,
9560,9.56,3.231,641568.785,4240007.787,2013,,,,,,,,,,,,
9553,9.553,3.142,641570.735,4240001.639,2013,,,,,,,,,,,,
9546,9.546,3.052,641572.725,4239994.741,2013,,,,,,,,,,,,
9542,9.542,3.144,641573.713,4239990.747,2013,,,,,,,,,,,,
9536,9.536,3.048,641575.210,4239985.257,2013,,,,,,,,,,,,
9528,9.528,2.981,641576.922,4239977.334,2013,,,,,,,,,,,,
9522,9.522,2.918,641577.632,4239971.128,2013,,,,,,,,,,,,
9518,9.518,2.929,641578.834,4239966.833,2013,,,,,,,,,,,,
9511,9.511,2.924,641580.123,4239960.950,2013,,,,,,,,,,,,
9505,9.505,2.861,641582.069,4239953.763,2013,,,,,,,,,,,,
9500,9.5,2.534,641583.401,4239948.388,2013,,,,,,,,,,,,
9496,9.496,2.518,641585.480,4239945.019,2013,,,,,,,,,,,,
9494,9.494,2.43,641587.913,4239942.339,2013,,,,,,,,,,,,
9488,9.488,2.268,641591.164,4239938.162,2013,,,,,,,,,,,,
9484,9.484,2.149,641594.190,4239935.098,2013,,,,,,,,,,,,
9472,9.472,2.49,641603.731,4239927.217,2013,,,,,,,,,,,,
9463,9.463,2.537,641611.188,4239921.785,2013,,,,,,,,,,,,
9457,9.457,2.589,641616.288,4239917.863,2013,,,,,,,,,,,,
9451,9.451,2.745,641621.467,4239914.941,2013,,,,,,,,,,,,
9444,9.444,2.797,641626.677,4239910.545,2013,,,,,,,,,,,,
9439,9.439,2.64,641630.050,4239906.857,2013,,,,,,,,,,,,
9433,9.433,2.545,641634.323,4239902.642,2013,,,,,,,,,,,,
9427,9.427,2.543,641638.614,4239897.807,2013,,,,,,,,,,,,
9420,9.42,2.704,641643.499,4239893.889,2013,,,,,,,,,,,,
9414,9.414,2.447,641649.539,4239888.731,2013,,,,,,,,,,,,
9409,9.409,2.203,641652.356,4239884.663,2013,,,,,,,,,,,,
9403,9.403,2.279,641653.938,4239878.790,2013,,,,,,,,,,,,
9397,9.397,2.28,641655.153,4239873.240,2013,,,,,,,,,,,,
9391,9.391,2.356,641656.882,4239865.964,2013,,,,,,,,,,,,
9386,9.386,2.465,641657.657,4239861.506,2013,,,,,,,,,,,,
9381,9.381,2.502,641658.267,4239855.681,2013,,,,,,,,,,,,
9376,9.376,2.569,641659.004,4239850.996,2013,,,,,,,,,,,,
9368,9.368,2.566,641658.199,4239844.065,2013,,,,,,,,,,,,
9359,9.359,2.635,641657.829,4239834.281,2013,,,,,,,,,,,,
9349,9.349,2.567,641659.553,4239823.752,2013,,,,,,,,,,,,
9344,9.344,2.719,641661.234,4239818.969,2013,,,,,,,,,,,,
9340,9.34,2.713,641663.272,4239814.873,2013,,,,,,,,,,,,
9336,9.336,2.816,641665.163,4239811.264,2013,,,,,,,,,,,,
9331,9.331,2.866,641667.627,4239807.074,2013,,,,,,,,,,,,
9324,9.324,2.775,641671.076,4239801.594,2013,,,,,,,,,,,,
9319,9.319,2.75,641674.186,4239797.447,2013,,,,,,,,,,,,
9313,9.313,2.661,641678.652,4239792.718,2013,,,,,,,,,,,,
9308,9.308,2.508,641681.310,4239788.449,2013,,,,,,,,,,,,
9302,9.302,2.391,641684.181,4239783.701,2013,,,,,,,,,,,,
9296,9.296,2.398,641687.312,4239778.260,2013,,,,,,,,,,,,
9289,9.289,2.509,641690.033,4239771.931,2013,,,,,,,,,,,,
9285,9.285,2.599,641691.740,4239768.165,2013,,,,,,,,,,,,
9279,9.279,2.713,641693.570,4239762.842,2013,,,,,,,,,,,,
9274,9.274,2.792,641694.963,4239758.589,2013,,,,,,,,,,,,
9266,9.266,2.468,641701.247,4239751.648,2013,,,,,,,,,,,,
9260,9.26,2.366,641704.329,4239746.161,2013,,,,,,,,,,,,
9254,9.254,2.707,641704.763,4239739.791,2013,,,,,,,,,,,,
9249,9.249,2.759,641704.672,4239734.728,2013,,,,,,,,,,,,
9243,9.243,2.749,641704.693,4239729.328,2013,,,,,,,,,,,,
9239,9.239,2.834,641703.474,4239724.670,2013,,,,,,,,,,,,
9234,9.234,3.061,641700.877,4239720.166,2013,,,,,,,,,,,,
9228,9.228,2.898,641699.020,4239714.645,2013,,,,,,,,,,,,
9222,9.222,2.988,641697.436,4239708.935,2013,,,,,,,,,,,,
9218,9.218,2.966,641696.706,4239704.829,2013,,,,,,,,,,,,
9213,9.213,2.813,641696.269,4239699.509,2013,,,,,,,,,,,,
9207,9.207,2.578,641695.416,4239694.007,2013,,,,,,,,,,,,
9203,9.203,2.494,641694.874,4239689.765,2013,,,,,,,,,,,,
9197,9.197,2.506,641694.057,4239683.822,2013,,,,,,,,,,,,
9187,9.187,2.63,641692.937,4239674.125,2013,,,,,,,,,,,,
9175,9.175,2.548,641690.607,4239661.637,2013,,,,,,,,,,,,
9169,9.169,2.615,641689.824,4239655.888,2013,,,,,,,,,,,,
9162,9.162,2.603,641688.286,4239650.814,2013,,,,,,,,,,,,
9154,9.154,2.721,641687.160,4239642.145,2013,,,,,,,,,,,,
9149,9.149,2.741,641687.174,4239636.596,2013,,,,,,,,,,,,
9144,9.144,2.567,641688.183,4239631.164,2013,,,,,,,,,,,,
9139,9.139,2.497,641688.297,4239626.072,2013,,,,,,,,,,,,
9133,9.133,2.539,641688.199,4239620.332,2013,,,,,,,,,,,,
9128,9.128,2.443,641688.314,4239615.562,2013,,,,,,,,,,,,
9118,9.118,2.373,641688.050,4239606.021,2013,,,,,,,,,,,,
9111,9.111,2.197,641687.571,4239598.725,2013,,,,,,,,,,,,
9105,9.105,2.375,641686.683,4239592.895,2013,,,,,,,,,,,,
9100,9.1,2.438,641685.543,4239587.928,2013,,,,,,,,,,,,
9095,9.095,2.464,641684.435,4239582.608,2013,,,,,,,,,,,,
9089,9.089,2.563,641682.958,4239577.580,2013,,,,,,,,,,,,
9072,9.072,2.801,641683.520,4239559.663,2013,,,,,,,,,,,,
9067,9.067,2.753,641685.178,4239554.805,2013,,,,,,,,,,,,
9063,9.063,2.679,641686.336,4239550.662,2013,,,,,,,,,,,,
9059,9.059,2.889,641686.828,4239546.423,2013,,,,,,,,,,,,
9050,9.05,2.946,641687.370,4239538.124,2013,,,,,,,,,,,,
9045,9.045,2.74,641687.582,4239533.291,2013,,,,,,,,,,,,
9041,9.041,2.826,641687.425,4239528.927,2013,,,,,,,,,,,,
13138,13.138,5.795,642697.595,4243021.696,2015,,,,,,,,,,,,
13135,13.135,5.821,642696.563,4243018.545,2015,,,,,,,,,,,,
13132,13.132,5.848,642695.717,4243015.833,2015,,,,,,,,,,,,
13129,13.129,5.81,642694.824,4243012.697,2015,,,,,,,,,,,,
13125,13.125,5.811,642693.869,4243009.841,2015,,,,,,,,,,,,
13122,13.122,5.804,642693.244,4243006.643,2015,,,,,,,,,,,,
13119,13.119,5.773,642691.846,4243003.570,2015,,,,,,,,,,,,
13115,13.115,5.754,642689.977,4243000.189,2015,,,,,,,,,,,,
13112,13.112,5.752,642689.381,4242996.591,2015,,,,,,,,,,,,
13108,13.108,5.645,642688.975,4242992.996,2015,,,,,,,,,,,,
13105,13.105,5.674,642688.052,4242989.367,2015,,,,,,,,,,,,
13101,13.101,5.649,642687.049,4242985.761,2015,,,,,,,,,,,,
13097,13.097,5.638,642686.043,4242982.087,2015,,,,,,,,,,,,
13094,13.094,5.652,642684.756,4242978.278,2015,,,,,,,,,,,,
13090,13.09,5.666,642683.658,4242974.897,2015,,,,,,,,,,,,
13087,13.087,5.709,642682.905,4242971.465,2015,,,,,,,,,,,,
13083,13.083,5.783,642682.435,4242967.703,2015,,,,,,,,,,,,
13081,13.081,5.724,642682.209,4242963.374,2015,,,,,,,,,,,,
13077,13.077,5.69,642681.115,4242959.314,2015,,,,,,,,,,,,
13073,13.073,5.76,642680.390,4242955.707,2015,,,,,,,,,,,,
13070,13.07,5.691,642679.104,4242952.366,2015,,,,,,,,,,,,
13066,13.066,5.712,642678.036,4242948.597,2015,,,,,,,,,,,,
13063,13.063,5.681,642676.337,4242945.229,2015,,,,,,,,,,,,
13060,13.06,5.682,642674.680,4242941.877,2015,,,,,,,,,,,,
13056,13.056,5.732,642672.330,4242938.864,2015,,,,,,,,,,,,
13053,13.053,5.698,642670.810,4242935.987,2015,,,,,,,,,,,,
13052,13.052,5.738,642668.761,4242932.891,2015,,,,,,,,,,,,
13048,13.048,5.692,642666.327,4242929.959,2015,,,,,,,,,,,,
13045,13.045,5.715,642663.400,4242927.670,2015,,,,,,,,,,,,
13041,13.041,5.769,642659.886,4242925.424,2015,,,,,,,,,,,,
13032,13.032,5.702,642656.960,4242922.858,2015,,,,,,,,,,,,
13028,13.028,5.799,642654.592,4242920.450,2015,,,,,,,,,,,,
13025,13.025,5.881,642651.905,4242918.085,2015,,,,,,,,,,,,
13021,13.021,5.884,642649.789,4242915.540,2015,,,,,,,,,,,,
13017,13.017,5.716,642647.692,4242912.111,2015,,,,,,,,,,,,
13014,13.014,5.719,642645.786,4242909.483,2015,,,,,,,,,,,,
13010,13.01,5.756,642643.021,4242906.524,2015,,,,,,,,,,,,
13006,13.006,5.814,642640.388,4242904.059,2015,,,,,,,,,,,,
13003,13.003,5.833,642638.047,4242901.204,2015,,,,,,,,,,,,
12999,12.999,5.793,642636.020,4242897.909,2015,,,,,,,,,,,,
12994,12.994,5.769,642633.844,4242894.518,2015,,,,,,,,,,,,
12991,12.991,5.752,642631.450,4242891.458,2015,,,,,,,,,,,,
12988,12.988,5.734,642628.357,4242888.609,2015,,,,,,,,,,,,
12984,12.984,5.72,642625.377,4242886.197,2015,,,,,,,,,,,,
12979,12.979,5.714,642622.193,4242882.717,2015,,,,,,,,,,,,
12975,12.975,5.746,642620.306,4242879.326,2015,,,,,,,,,,,,
12972,12.972,5.764,642618.225,4242876.351,2015,,,,,,,,,,,,
12968,12.968,5.752,642616.391,4242873.105,2015,,,,,,,,,,,,
12964,12.964,5.715,642614.049,4242870.064,2015,,,,,,,,,,,,
12960,12.96,5.683,642611.271,4242867.001,2015,,,,,,,,,,,,
12956,12.956,5.669,642608.600,4242864.275,2015,,,,,,,,,,,,
12952,12.952,5.705,642606.021,4242861.262,2015,,,,,,,,,,,,
12948,12.948,5.738,642603.496,4242857.941,2015,,,,,,,,,,,,
12944,12.944,5.74,642600.975,4242854.607,2015,,,,,,,,,,,,
12939,12.939,5.639,642598.319,4242851.046,2015,,,,,,,,,,,,
12936,12.936,5.666,642595.827,4242848.306,2015,,,,,,,,,,,,
12932,12.932,5.637,642592.884,4242845.778,2015,,,,,,,,,,,,
12930,12.93,5.608,642591.154,4242844.288,2015,,,,,,,,,,,,
12925,12.925,5.659,642588.236,4242842.118,2015,,,,,,,,,,,,
12922,12.922,5.678,642585.145,4242840.250,2015,,,,,,,,,,,,
12919,12.919,5.678,642582.170,4242837.977,2015,,,,,,,,,,,,
12916,12.916,5.676,642579.153,4242835.987,2015,,,,,,,,,,,,
12913,12.913,5.653,642576.020,4242834.770,2015,,,,,,,,,,,,
12909,12.909,5.611,642571.996,4242833.013,2015,,,,,,,,,,,,
12906,12.906,5.625,642568.570,4242831.437,2015,,,,,,,,,,,,
12901,12.901,5.665,642564.739,4242829.041,2015,,,,,,,,,,,,
12898,12.898,5.664,642561.205,4242826.826,2015,,,,,,,,,,,,
12894,12.894,5.645,642557.690,4242824.598,2015,,,,,,,,,,,,
12892,12.892,5.637,642555.159,4242823.207,2015,,,,,,,,,,,,
12888,12.888,5.251,642549.822,4242819.370,2015,,,,,,,,,,,,
12885,12.885,5.191,642548.386,4242817.071,2015,,,,,,,,,,,,
12882,12.882,5.15,642546.556,4242813.782,2015,,,,,,,,,,,,
12878,12.878,5.089,642545.456,4242810.824,2015,,,,,,,,,,,,
12875,12.875,4.967,642544.346,4242807.849,2015,,,,,,,,,,,,
12871,12.871,4.838,642543.481,4242805.206,2015,,,,,,,,,,,,
12870,12.87,4.755,642542.865,4242803.412,2015,,,,,,,,,,,,
12866,12.866,4.69,642541.694,4242800.532,2015,,,,,,,,,,,,
12864,12.864,4.782,642539.633,4242798.358,2015,,,,,,,,,,,,
12859,12.859,4.893,642538.322,4242795.705,2015,,,,,,,,,,,,
12856,12.856,4.987,642536.777,4242792.796,2015,,,,,,,,,,,,
12852,12.852,5.059,642534.659,4242789.765,2015,,,,,,,,,,,,
12848,12.848,5.131,642532.888,4242787.058,2015,,,,,,,,,,,,
12846,12.846,5.017,642531.854,4242785.910,2015,,,,,,,,,,,,
12840,12.84,5.094,642528.407,4242779.849,2015,,,,,,,,,,,,
12835,12.835,5.111,642527.091,4242776.331,2015,,,,,,,,,,,,
12832,12.832,5.192,642525.476,4242773.615,2015,,,,,,,,,,,,
12827,12.827,5.373,642522.511,4242769.701,2015,,,,,,,,,,,,
12824,12.824,5.489,642521.899,4242766.230,2015,,,,,,,,,,,,
12821,12.821,5.581,642521.756,4242762.224,2015,,,,,,,,,,,,
12818,12.818,5.572,642521.219,4242758.282,2015,,,,,,,,,,,,
12815,12.815,5.487,642521.295,4242754.317,2015,,,,,,,,,,,,
12812,12.812,5.45,642521.242,4242750.295,2015,,,,,,,,,,,,
12809,12.809,5.434,642521.108,4242746.319,2015,,,,,,,,,,,,
12805,12.805,5.448,642520.069,4242742.420,2015,,,,,,,,,,,,
12802,12.802,5.364,642518.399,4242739.067,2015,,,,,,,,,,,,
12798,12.798,5.356,642515.857,4242736.011,2015,,,,,,,,,,,,
12793,12.793,5.36,642513.279,4242732.793,2015,,,,,,,,,,,,
12789,12.789,5.396,642510.627,4242729.843,2015,,,,,,,,,,,,
12786,12.786,5.422,642507.625,4242726.896,2015,,,,,,,,,,,,
12781,12.781,5.444,642504.369,4242723.765,2015,,,,,,,,,,,,
12776,12.776,5.449,642500.861,4242720.686,2015,,,,,,,,,,,,
12772,12.772,5.481,642497.704,4242718.101,2015,,,,,,,,,,,,
12769,12.769,5.538,642494.471,4242715.116,2015,,,,,,,,,,,,
12765,12.765,5.553,642491.739,4242712.249,2015,,,,,,,,,,,,
12762,12.762,5.618,642488.565,4242710.186,2015,,,,,,,,,,,,
